date,open,high,low,close,adjclose,volume,ticker
2019-04-15,1.3799999952316284,1.399999976158142,1.2000000476837158,1.2599999904632568,1.2599999904632568,36223000.0,PIP
2019-04-16,1.2200000286102295,1.25,1.2100000381469727,1.25,1.25,4730000.0,PIP
2019-04-17,1.25,1.2599999904632568,1.2300000190734863,1.25,1.25,1025000.0,PIP
2019-04-18,1.25,1.25,1.25,1.25,1.25,0.0,PIP
2019-04-22,1.25,1.2599999904632568,1.2300000190734863,1.2400000095367432,1.2400000095367432,801000.0,PIP
2019-04-23,1.2400000095367432,1.25,1.2100000381469727,1.25,1.25,1039000.0,PIP
2019-04-24,1.2200000286102295,1.2400000095367432,1.2100000381469727,1.2400000095367432,1.2400000095367432,1882000.0,PIP
2019-04-25,1.2400000095367432,1.25,1.2200000286102295,1.25,1.25,733000.0,PIP
2019-04-26,1.2400000095367432,1.2599999904632568,1.2200000286102295,1.2400000095367432,1.2400000095367432,1516000.0,PIP
2019-04-29,1.2400000095367432,1.25,1.2200000286102295,1.25,1.25,1500000.0,PIP
2019-04-30,1.25,1.309999942779541,1.2400000095367432,1.2899999618530273,1.2899999618530273,3566000.0,PIP
2019-05-01,1.2899999618530273,1.2899999618530273,1.2899999618530273,1.2899999618530273,1.2899999618530273,0.0,PIP
2019-05-02,1.309999942779541,1.309999942779541,1.2799999713897705,1.309999942779541,1.309999942779541,1607000.0,PIP
2019-05-03,1.309999942779541,1.3200000524520874,1.2699999809265137,1.2699999809265137,1.2699999809265137,1884000.0,PIP
2019-05-06,1.2799999713897705,1.2799999713897705,1.2300000190734863,1.2400000095367432,1.2400000095367432,1271000.0,PIP
2019-05-07,1.2400000095367432,1.25,1.2400000095367432,1.25,1.25,985000.0,PIP
2019-05-08,1.2599999904632568,1.2599999904632568,1.2200000286102295,1.2400000095367432,1.2400000095367432,731000.0,PIP
2019-05-09,1.2300000190734863,1.2400000095367432,1.2200000286102295,1.2300000190734863,1.2300000190734863,653000.0,PIP
2019-05-10,1.2300000190734863,1.2300000190734863,1.1699999570846558,1.2000000476837158,1.2000000476837158,5910000.0,PIP
2019-05-13,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0,PIP
2019-05-14,1.190000057220459,1.190000057220459,1.149999976158142,1.149999976158142,1.149999976158142,5666000.0,PIP
2019-05-15,1.149999976158142,1.2400000095367432,1.1299999952316284,1.2300000190734863,1.2300000190734863,7049000.0,PIP
2019-05-16,1.2400000095367432,1.2699999809265137,1.2100000381469727,1.2200000286102295,1.2200000286102295,2395000.0,PIP
2019-05-17,1.2200000286102295,1.25,1.2100000381469727,1.2400000095367432,1.2400000095367432,1679000.0,PIP
2019-05-20,1.2400000095367432,1.2799999713897705,1.2200000286102295,1.2799999713897705,1.2799999713897705,2128000.0,PIP
2019-05-21,1.2799999713897705,1.2899999618530273,1.25,1.2699999809265137,1.2699999809265137,1339000.0,PIP
2019-05-22,1.25,1.2999999523162842,1.25,1.2799999713897705,1.2799999713897705,1500000.0,PIP
2019-05-23,1.2799999713897705,1.340000033378601,1.2799999713897705,1.309999942779541,1.309999942779541,4417000.0,PIP
2019-05-24,1.2999999523162842,1.340000033378601,1.2899999618530273,1.2999999523162842,1.2999999523162842,1822000.0,PIP
2019-05-28,1.25,1.2599999904632568,1.2300000190734863,1.2400000095367432,1.2400000095367432,1312000.0,PIP
2019-05-29,1.2300000190734863,1.2599999904632568,1.2300000190734863,1.2400000095367432,1.2400000095367432,793000.0,PIP
2019-05-30,1.25,1.2599999904632568,1.2300000190734863,1.2300000190734863,1.2300000190734863,3206000.0,PIP
2019-05-31,1.2599999904632568,1.2599999904632568,1.2000000476837158,1.2300000190734863,1.2300000190734863,2884000.0,PIP
2019-06-03,1.2400000095367432,1.25,1.2100000381469727,1.2400000095367432,1.2400000095367432,4540000.0,PIP
2019-06-04,1.2300000190734863,1.25,1.2300000190734863,1.2400000095367432,1.2400000095367432,2989000.0,PIP
2019-06-05,,,,,,,PIP
2019-06-06,1.2400000095367432,1.2400000095367432,1.2100000381469727,1.2300000190734863,1.2300000190734863,1645000.0,PIP
2019-06-07,1.2200000286102295,1.25,1.2100000381469727,1.2300000190734863,1.2300000190734863,1064000.0,PIP
2019-06-10,,,,,,,PIP
2019-06-11,,,,,,,PIP
2019-06-12,,,,,,,PIP
2019-06-13,,,,,,,PIP
2019-06-14,,,,,,,PIP
2019-06-17,,,,,,,PIP
2019-06-18,,,,,,,PIP
2019-06-19,,,,,,,PIP
2019-06-20,,,,,,,PIP
2019-06-21,,,,,,,PIP
2019-06-24,,,,,,,PIP
2019-06-25,,,,,,,PIP
2019-06-26,,,,,,,PIP
2019-06-27,1.5399999618530273,1.75,1.5399999618530273,1.7000000476837158,1.7000000476837158,28599000.0,PIP
2019-06-28,,,,,,,PIP
2019-07-01,,,,,,,PIP
2019-07-02,,,,,,,PIP
2019-07-03,,,,,,,PIP
2019-07-05,,,,,,,PIP
2019-07-08,,,,,,,PIP
2019-07-09,,,,,,,PIP
2019-07-10,,,,,,,PIP
2019-07-11,,,,,,,PIP
2019-07-12,,,,,,,PIP
2019-07-15,,,,,,,PIP
2019-07-16,,,,,,,PIP
2019-07-17,,,,,,,PIP
2019-07-18,,,,,,,PIP
2019-07-19,,,,,,,PIP
2019-07-22,,,,,,,PIP
2019-07-23,,,,,,,PIP
2019-07-24,,,,,,,PIP
2019-07-25,,,,,,,PIP
2019-07-26,,,,,,,PIP
2019-07-29,,,,,,,PIP
2019-07-30,,,,,,,PIP
2019-07-31,,,,,,,PIP
2019-08-01,,,,,,,PIP
