ticker,date,open,high,low,close,volume
EGRX,2014-02-12,15.5,16.44,12.75,12.83,5948200
EGRX,2014-02-13,12.51,13.48,12.47,13.22,487300
EGRX,2014-02-14,13.2,13.59,12.76,12.8,107100
EGRX,2014-02-18,12.85,13.07,12.6,12.94,81600
EGRX,2014-02-19,12.71,12.95,11.74,12.14,273200
EGRX,2014-02-20,12,12.05,11.55,11.65,244300
EGRX,2014-02-21,11.59,12.3,11.41,12.05,283600
EGRX,2014-02-24,12.3,12.45,11.84,12.05,124300
EGRX,2014-02-25,12.26,13.5,12.05,13.35,406500
EGRX,2014-02-26,13.5,14.32,13.5,14,425000
EGRX,2014-02-27,14,14.47,13.57,13.89,220400
EGRX,2014-02-28,13.95,14.4,13.06,13.76,130100
EGRX,2014-03-03,13.72,13.95,13.38,13.48,63400
EGRX,2014-03-04,13.7,13.9,13.22,13.26,114700
EGRX,2014-03-05,13.45,14.96,13.45,14.79,471300
EGRX,2014-03-06,14.97,15.1,14.15,14.49,295600
EGRX,2014-03-07,14.64,15.09,14.11,14.92,164100
EGRX,2014-03-10,15.1,15.34,14.66,14.89,457300
EGRX,2014-03-11,15.01,15.09,13.85,14.17,117900
EGRX,2014-03-12,14.23,14.55,13.73,14.1,123900
EGRX,2014-03-13,14.23,14.89,13.54,14.78,245800
EGRX,2014-03-14,14.69,14.87,14.16,14.5,93600
EGRX,2014-03-17,14.57,14.6,14.05,14.11,114100
EGRX,2014-03-18,14.07,14.49,14,14.33,98100
EGRX,2014-03-19,14.41,14.76,14.28,14.48,137900
EGRX,2014-03-20,15.31,15.48,14.5,14.7,312900
EGRX,2014-03-21,14.7,14.83,14.19,14.6,167000
EGRX,2014-03-24,14.97,14.97,13.1,13.61,173800
EGRX,2014-03-25,13.75,14.05,13.37,13.55,74500
EGRX,2014-03-26,13.74,14.25,12.56,12.81,136800
EGRX,2014-03-27,12.85,13.06,12.27,12.63,130100
EGRX,2014-03-28,12.61,12.87,11.8,12.36,229900
EGRX,2014-03-31,12.42,12.9,12.39,12.75,392300
EGRX,2014-04-01,12.81,13.14,12.55,12.9,81200
EGRX,2014-04-02,12.96,13.36,12.94,13.17,78100
EGRX,2014-04-03,13.15,13.22,12.6,13.1,79700
EGRX,2014-04-04,12.87,13.23,12.23,12.96,211600
EGRX,2014-04-07,12.93,12.93,12.25,12.76,115000
EGRX,2014-04-08,12.78,12.96,12.29,12.67,63500
EGRX,2014-04-09,12.65,13.09,12.63,12.67,57900
EGRX,2014-04-10,12.65,12.71,11.7,11.92,95600
EGRX,2014-04-11,11.92,12.18,11.63,11.88,89300
EGRX,2014-04-14,11.94,12.73,11.59,12.05,130700
EGRX,2014-04-15,12.34,12.34,11.39,12,73100
EGRX,2014-04-16,12.05,12.37,11.86,12.35,38900
EGRX,2014-04-17,12.37,12.66,11.94,12.05,61400
EGRX,2014-04-21,12.2,12.51,11.71,11.8,76300
EGRX,2014-04-22,11.99,12.13,11.83,12.06,46900
EGRX,2014-04-23,12.06,12.06,11.42,11.51,64000
EGRX,2014-04-24,11.54,11.6,11.33,11.46,59800
EGRX,2014-04-25,11.47,11.59,10,10.23,252800
EGRX,2014-04-28,10.28,10.47,9.59,9.68,149500
EGRX,2014-04-29,9.7,9.98,9.25,9.88,143100
EGRX,2014-04-30,9.83,9.91,9.36,9.86,40000
EGRX,2014-05-01,9.69,9.82,9.59,9.71,23400
EGRX,2014-05-02,9.69,9.8,9.35,9.72,54500
EGRX,2014-05-05,9.71,10.1,9.71,9.99,38800
EGRX,2014-05-06,10.05,10.12,9.69,9.82,37500
EGRX,2014-05-07,9.82,9.82,9.35,9.53,41300
EGRX,2014-05-08,9.52,9.67,9.32,9.4,40200
EGRX,2014-05-09,9.38,9.52,9.16,9.38,42700
EGRX,2014-05-12,9.49,9.63,9.19,9.33,58200
EGRX,2014-05-13,9.34,9.59,9.19,9.56,29700
EGRX,2014-05-14,9.29,10.08,9.29,9.76,44900
EGRX,2014-05-15,9.72,9.94,9.6,9.83,15200
EGRX,2014-05-16,9.87,9.93,9.6,9.68,18700
EGRX,2014-05-19,9.69,9.77,9.6,9.73,21300
EGRX,2014-05-20,9.93,9.93,9.4,9.59,51800
EGRX,2014-05-21,9.55,9.65,9.3,9.31,50200
EGRX,2014-05-22,9.83,9.83,9.38,9.42,27800
EGRX,2014-05-23,9.35,9.87,9.35,9.87,54700
EGRX,2014-05-27,9.8,10.58,9.8,10.49,61900
EGRX,2014-05-28,10.58,11.11,10.49,11,106300
EGRX,2014-05-29,11.19,11.84,11,11.68,84800
EGRX,2014-05-30,11.73,11.92,11.5,11.85,84300
EGRX,2014-06-02,11.78,11.91,11.42,11.65,29700
EGRX,2014-06-03,11.5,11.63,11.12,11.25,23600
EGRX,2014-06-04,11.23,11.23,10.61,10.83,33800
EGRX,2014-06-05,10.89,11.22,10.73,11.18,43400
EGRX,2014-06-06,11.23,11.54,11.05,11.44,42700
EGRX,2014-06-09,11.51,12.48,11.51,12.19,85100
EGRX,2014-06-10,12.23,12.5,11.97,12.19,68300
EGRX,2014-06-11,12.15,12.54,11.95,12.36,62700
EGRX,2014-06-12,12.39,12.39,11.95,12.32,32300
EGRX,2014-06-13,12.31,12.38,11.97,12.26,45200
EGRX,2014-06-16,12.12,12.63,12.06,12.22,64500
EGRX,2014-06-17,12.27,12.4,12.03,12.37,103500
EGRX,2014-06-18,12.4,12.93,12.21,12.61,94600
EGRX,2014-06-19,12.8,13.31,12.58,13.24,101900
EGRX,2014-06-20,13.28,13.34,12.76,12.78,110600
EGRX,2014-06-23,13,13.25,12.85,13.07,85600
EGRX,2014-06-24,13.12,13.22,12.89,12.92,78000
EGRX,2014-06-25,12.85,13.12,12.71,12.96,57900
EGRX,2014-06-26,12.96,13.47,12.78,13.07,135500
EGRX,2014-06-27,13.01,13.57,12.94,13.57,491200
EGRX,2014-06-30,13.52,14.5,13.32,14.33,231900
EGRX,2014-07-01,14.53,14.64,14.05,14.4,265100
EGRX,2014-07-02,14.54,14.75,13.6,14.25,309400
EGRX,2014-07-03,14.25,14.34,13.79,14.2,85400
EGRX,2014-07-07,14.18,14.42,13.77,14.42,202200
EGRX,2014-07-08,14.4,14.4,13.8,14.02,139600
EGRX,2014-07-09,14.05,14.18,13.66,13.82,49400
EGRX,2014-07-10,13.5,13.82,13.39,13.75,34500
EGRX,2014-07-11,13.8,13.93,13.65,13.79,32700
EGRX,2014-07-14,13.8,13.8,13.48,13.62,30900
EGRX,2014-07-15,13.65,13.77,13.23,13.58,34100
EGRX,2014-07-16,13.53,13.65,13.39,13.48,36000
EGRX,2014-07-17,13.47,13.47,12.5,12.57,110700
EGRX,2014-07-18,12.5,13.41,12.44,13.21,67900
EGRX,2014-07-21,13.29,13.47,13.21,13.43,47300
EGRX,2014-07-22,13.5,13.73,12.86,13.07,64700
EGRX,2014-07-23,13.63,13.7,12.39,12.61,248200
EGRX,2014-07-24,12.61,12.82,12.07,12.41,81200
EGRX,2014-07-25,12.45,12.76,12.38,12.66,42500
EGRX,2014-07-28,12.65,12.67,12.41,12.6,60100
EGRX,2014-07-29,12.4,12.6,11.71,11.81,138100
EGRX,2014-07-30,11.87,12.13,11.31,11.53,104400
EGRX,2014-07-31,11.58,11.65,11.1,11.36,59400
EGRX,2014-08-01,11.37,11.48,10.56,10.68,52000
EGRX,2014-08-04,10.64,10.69,10.06,10.28,61100
EGRX,2014-08-05,10.24,10.64,10.24,10.61,15500
EGRX,2014-08-06,10.54,10.74,10.51,10.51,7500
EGRX,2014-08-07,10.59,10.64,10.08,10.14,16700
EGRX,2014-08-08,10.22,10.53,10.06,10.35,43800
EGRX,2014-08-11,11.39,11.39,10.65,10.99,34800
EGRX,2014-08-12,10.99,10.99,10.59,10.76,45300
EGRX,2014-08-13,10.36,11.15,10.36,11.13,26600
EGRX,2014-08-14,11.11,11.88,11.11,11.85,25100
EGRX,2014-08-15,11.49,12.6,11.49,12.52,31600
EGRX,2014-08-18,12.61,12.99,12.27,12.95,42900
EGRX,2014-08-19,13,13,12.31,12.65,43200
EGRX,2014-08-20,12.53,12.64,12.2,12.57,19200
EGRX,2014-08-21,12.37,12.5,12.08,12.41,21900
EGRX,2014-08-22,12.41,12.77,12.11,12.63,20000
EGRX,2014-08-25,12.7,12.9,12.5,12.73,16600
EGRX,2014-08-26,12.81,12.81,12.52,12.63,16200
EGRX,2014-08-27,12.63,12.71,12.41,12.71,17700
EGRX,2014-08-28,12.71,12.71,12.01,12.52,125500
EGRX,2014-08-29,12.45,12.77,12.35,12.6,33700
EGRX,2014-09-02,12.6,12.6,12.21,12.23,46400
EGRX,2014-09-03,12.19,12.26,11.69,11.97,30200
EGRX,2014-09-04,12.32,12.32,11.65,11.9,11500
EGRX,2014-09-05,11.67,11.85,11.47,11.49,30400
EGRX,2014-09-08,11.43,12.1,11.43,12.1,43800
EGRX,2014-09-09,12.03,12.69,11.86,12.5,43900
EGRX,2014-09-10,11.86,12.8,11.85,12.69,31800
EGRX,2014-09-11,12.5,12.69,12.28,12.54,27300
EGRX,2014-09-12,12.3,12.75,12.3,12.66,23900
EGRX,2014-09-15,12.51,12.51,12.09,12.17,17500
EGRX,2014-09-16,12.15,12.5,11.6,12.12,11700
EGRX,2014-09-17,12.07,12.94,12.07,12.67,152200
EGRX,2014-09-18,12.88,12.88,12.35,12.53,49000
EGRX,2014-09-19,12.66,12.75,12.11,12.26,119000
