ticker,date,close
LPTX,2022-02-10,$2.33
LPTX,2022-02-09,$2.25
LPTX,2022-02-08,$2.06
LPTX,2022-02-07,$2.14
LPTX,2022-02-04,$1.99
LPTX,2022-02-03,$1.92
LPTX,2022-02-02,$2.02
LPTX,2022-02-01,$2.12
LPTX,2022-01-31,$1.94
LPTX,2022-01-28,$1.71
LPTX,2022-01-27,$1.76
LPTX,2022-01-26,$1.92
LPTX,2022-01-25,$1.98
LPTX,2022-01-24,$2.02
LPTX,2022-01-21,$2.11
LPTX,2022-01-20,$2.39
LPTX,2022-01-19,$2.85
LPTX,2022-01-18,$2.72
LPTX,2022-01-14,$2.84
LPTX,2022-01-13,$2.83
LPTX,2022-01-12,$2.98
LPTX,2022-01-11,$3.14
LPTX,2022-01-10,$2.97
LPTX,2022-01-07,$2.89
LPTX,2022-01-06,$2.83
LPTX,2022-01-05,$2.95
LPTX,2022-01-04,$3.26
LPTX,2022-01-03,$3.35
LPTX,2021-12-31,$3.24
LPTX,2021-12-30,$3.21
LPTX,2021-12-29,$3.02
LPTX,2021-12-28,$3.00
LPTX,2021-12-27,$2.86
LPTX,2021-12-23,$2.95
LPTX,2021-12-22,$2.92
LPTX,2021-12-21,$2.92
LPTX,2021-12-20,$2.99
LPTX,2021-12-17,$2.71
LPTX,2021-12-16,$2.55
LPTX,2021-12-15,$2.50
LPTX,2021-12-14,$2.30
LPTX,2021-12-13,$2.42
LPTX,2021-12-10,$2.46
LPTX,2021-12-09,$2.53
LPTX,2021-12-08,$2.65
LPTX,2021-12-07,$2.61
LPTX,2021-12-06,$2.40
LPTX,2021-12-03,$2.39
LPTX,2021-12-02,$2.52
LPTX,2021-12-01,$2.54
LPTX,2022-02-10,$2.33
LPTX,2022-02-09,$2.25
LPTX,2022-02-08,$2.06
LPTX,2022-02-07,$2.14
LPTX,2022-02-04,$1.99
LPTX,2022-02-03,$1.92
LPTX,2022-02-02,$2.02
LPTX,2022-02-01,$2.12
LPTX,2022-01-31,$1.94
LPTX,2022-01-28,$1.71
LPTX,2022-01-27,$1.76
LPTX,2022-01-26,$1.92
LPTX,2022-01-25,$1.98
LPTX,2022-01-24,$2.02
LPTX,2022-01-21,$2.11
LPTX,2022-01-20,$2.39
LPTX,2022-01-19,$2.85
LPTX,2022-01-18,$2.72
LPTX,2022-01-14,$2.84
LPTX,2022-01-13,$2.83
LPTX,2022-01-12,$2.98
LPTX,2022-01-11,$3.14
LPTX,2022-01-10,$2.97
LPTX,2022-01-07,$2.89
LPTX,2022-01-06,$2.83
LPTX,2022-01-05,$2.95
LPTX,2022-01-04,$3.26
LPTX,2022-01-03,$3.35
LPTX,2021-12-31,$3.24
LPTX,2021-12-30,$3.21
LPTX,2021-12-29,$3.02
LPTX,2021-12-28,$3.00
LPTX,2021-12-27,$2.86
LPTX,2021-12-23,$2.95
LPTX,2021-12-22,$2.92
LPTX,2021-12-21,$2.92
LPTX,2021-12-20,$2.99
LPTX,2021-12-17,$2.71
LPTX,2021-12-16,$2.55
LPTX,2021-12-15,$2.50
LPTX,2021-12-14,$2.30
LPTX,2021-12-13,$2.42
LPTX,2021-12-10,$2.46
LPTX,2021-12-09,$2.53
LPTX,2021-12-08,$2.65
LPTX,2021-12-07,$2.61
LPTX,2021-12-06,$2.40
LPTX,2021-12-03,$2.39
LPTX,2021-12-02,$2.52
LPTX,2021-12-01,$2.54
LPTX,2021-11-30,$2.61
LPTX,2021-11-29,$2.60
LPTX,2021-11-26,$2.54
LPTX,2021-11-24,$2.32
LPTX,2021-11-23,$2.08
LPTX,2021-11-22,$2.13
LPTX,2021-11-19,$2.27
LPTX,2021-11-18,$2.30
LPTX,2021-11-17,$2.41
LPTX,2021-11-16,$2.40
LPTX,2021-11-15,$2.40
LPTX,2021-11-12,$2.46
LPTX,2021-11-11,$2.39
LPTX,2021-11-10,$2.49
LPTX,2021-11-09,$2.52
LPTX,2021-11-08,$2.58
LPTX,2021-11-05,$2.58
LPTX,2021-11-04,$2.66
LPTX,2021-11-03,$2.69
LPTX,2021-11-02,$2.65
LPTX,2021-11-01,$2.77
LPTX,2021-10-29,$2.79
LPTX,2021-10-28,$2.83
LPTX,2021-10-27,$2.76
LPTX,2021-10-26,$2.80
LPTX,2021-10-25,$2.90
LPTX,2021-10-22,$2.91
LPTX,2021-10-21,$2.91
LPTX,2021-10-20,$2.99
LPTX,2021-10-19,$3.09
LPTX,2021-10-18,$2.93
LPTX,2021-10-15,$3.15
LPTX,2021-10-14,$3.32
LPTX,2021-10-13,$3.32
LPTX,2021-10-12,$3.42
LPTX,2021-10-11,$3.23
LPTX,2021-10-08,$3.37
LPTX,2021-10-07,$3.36
LPTX,2021-10-06,$3.25
LPTX,2021-10-05,$3.51
LPTX,2021-10-04,$3.58
LPTX,2021-10-01,$3.65
LPTX,2021-09-30,$4.01
LPTX,2021-09-29,$3.45
LPTX,2021-09-28,$3.51
LPTX,2021-09-27,$3.57
LPTX,2021-09-24,$3.57
LPTX,2021-09-23,$3.39
LPTX,2021-09-22,$3.25
LPTX,2021-09-21,$3.41
LPTX,2021-09-20,$2.77
LPTX,2021-09-17,$2.65
LPTX,2021-09-16,$2.53
LPTX,2021-09-15,$1.93
LPTX,2021-09-14,$1.79
LPTX,2021-09-13,$1.77
LPTX,2021-09-10,$1.46
LPTX,2021-09-09,$1.50
LPTX,2021-09-08,$1.58
LPTX,2021-09-07,$1.64
LPTX,2021-09-03,$1.70
LPTX,2021-09-02,$1.72
LPTX,2021-09-01,$1.72
LPTX,2021-08-31,$1.72
LPTX,2021-08-30,$1.72
LPTX,2021-08-27,$1.75
LPTX,2021-08-26,$1.74
LPTX,2021-08-25,$1.79
LPTX,2021-08-24,$1.82
LPTX,2021-08-23,$1.85
LPTX,2021-08-20,$1.68
LPTX,2021-08-19,$1.70
LPTX,2021-08-18,$1.72
LPTX,2021-08-17,$1.66
LPTX,2021-08-16,$1.67
LPTX,2021-08-13,$1.68
LPTX,2021-08-12,$1.66
LPTX,2021-08-11,$1.68
LPTX,2021-08-10,$1.66
LPTX,2021-08-09,$1.57
LPTX,2021-08-06,$1.58
LPTX,2021-08-05,$1.61
LPTX,2021-08-04,$1.59
LPTX,2021-08-03,$1.52
LPTX,2021-08-02,$1.61
LPTX,2021-07-30,$1.42
LPTX,2021-07-29,$1.43
LPTX,2021-07-28,$1.41
LPTX,2021-07-27,$1.35
LPTX,2021-07-26,$1.38
LPTX,2021-07-23,$1.38
LPTX,2021-07-22,$1.38
LPTX,2021-07-21,$1.46
LPTX,2021-07-20,$1.41
LPTX,2021-07-19,$1.35
LPTX,2021-07-16,$1.40
LPTX,2021-07-15,$1.40
LPTX,2021-07-14,$1.45
LPTX,2021-07-13,$1.45
LPTX,2021-07-12,$1.52
LPTX,2021-07-09,$1.55
LPTX,2021-07-08,$1.55
LPTX,2021-07-07,$1.47
LPTX,2021-07-06,$1.52
LPTX,2021-07-02,$1.60
LPTX,2021-07-01,$1.61
LPTX,2021-06-30,$1.64
LPTX,2021-06-29,$1.68
LPTX,2021-06-28,$1.68
LPTX,2021-06-25,$1.70
LPTX,2021-06-24,$1.69
LPTX,2021-06-23,$1.71
LPTX,2021-06-22,$1.66
LPTX,2021-06-21,$1.70
LPTX,2021-06-18,$1.74
LPTX,2021-06-17,$1.73
LPTX,2021-06-16,$1.71
LPTX,2021-06-15,$1.78
LPTX,2021-06-14,$1.82
LPTX,2021-06-11,$1.80
LPTX,2021-06-10,$1.75
LPTX,2021-06-09,$1.77
LPTX,2021-06-08,$1.75
LPTX,2021-06-07,$1.77
LPTX,2021-06-04,$1.68
LPTX,2021-06-03,$1.61
LPTX,2021-06-02,$1.62
LPTX,2021-06-01,$1.65
LPTX,2021-05-28,$1.62
LPTX,2021-05-27,$1.62
LPTX,2021-05-26,$1.62
LPTX,2021-05-25,$1.57
LPTX,2021-05-24,$1.58
LPTX,2021-05-21,$1.62
LPTX,2021-05-20,$1.62
LPTX,2021-05-19,$1.61
LPTX,2021-05-18,$1.64
LPTX,2021-05-17,$1.62
LPTX,2021-05-14,$1.57
LPTX,2021-05-13,$1.48
LPTX,2021-05-12,$1.59
LPTX,2021-05-11,$1.56
LPTX,2021-05-10,$1.58
LPTX,2021-05-07,$1.62
LPTX,2021-05-06,$1.60
LPTX,2021-05-05,$1.65
LPTX,2021-05-04,$1.64
LPTX,2021-05-03,$1.69
LPTX,2021-04-30,$1.71
LPTX,2021-04-29,$1.70
LPTX,2021-04-28,$1.71
LPTX,2021-04-27,$1.71
LPTX,2021-04-26,$1.75
LPTX,2021-04-23,$1.68
LPTX,2021-04-22,$1.75
LPTX,2021-04-21,$1.62
LPTX,2021-04-20,$1.62
LPTX,2021-04-19,$1.57
LPTX,2021-04-16,$1.65
LPTX,2021-04-15,$1.69
LPTX,2021-04-14,$1.74
LPTX,2021-04-13,$1.73
LPTX,2021-04-12,$1.75
LPTX,2021-04-09,$1.80
LPTX,2021-04-08,$1.83
LPTX,2021-04-07,$1.83
LPTX,2021-04-06,$1.88
LPTX,2021-04-05,$1.90
LPTX,2021-04-01,$1.92
LPTX,2021-03-31,$1.90
LPTX,2021-03-30,$1.84
LPTX,2021-03-29,$1.82
LPTX,2021-03-26,$1.98
LPTX,2021-03-25,$2.04
