ticker,date,close
MLSS,2022-02-10,$1.25
MLSS,2022-02-09,$1.31
MLSS,2022-02-08,$1.26
MLSS,2022-02-07,$1.28
MLSS,2022-02-04,$1.22
MLSS,2022-02-03,$1.27
MLSS,2022-02-02,$1.33
MLSS,2022-02-01,$1.36
MLSS,2022-01-31,$1.29
MLSS,2022-01-28,$1.26
MLSS,2022-01-27,$1.26
MLSS,2022-01-26,$1.38
MLSS,2022-01-25,$1.52
MLSS,2022-01-24,$1.45
MLSS,2022-01-21,$1.56
MLSS,2022-01-20,$1.68
MLSS,2022-01-19,$1.77
MLSS,2022-01-18,$1.68
MLSS,2022-01-14,$1.86
MLSS,2022-01-13,$1.82
MLSS,2022-01-12,$1.91
MLSS,2022-01-11,$2.02
MLSS,2022-01-10,$2.03
MLSS,2022-01-07,$2.09
MLSS,2022-01-06,$2.04
MLSS,2022-01-05,$2.08
MLSS,2022-01-04,$2.14
MLSS,2022-01-03,$2.17
MLSS,2021-12-31,$2.06
MLSS,2021-12-30,$2.08
MLSS,2021-12-29,$2.05
MLSS,2021-12-28,$2.10
MLSS,2021-12-27,$2.07
MLSS,2021-12-23,$2.13
MLSS,2021-12-22,$2.09
MLSS,2021-12-21,$2.06
MLSS,2021-12-20,$2.14
MLSS,2021-12-17,$2.18
MLSS,2021-12-16,$2.11
MLSS,2021-12-15,$2.04
MLSS,2021-12-14,$1.86
MLSS,2021-12-13,$1.95
MLSS,2021-12-10,$1.90
MLSS,2021-12-09,$2.05
MLSS,2021-12-08,$2.10
MLSS,2021-12-07,$1.98
MLSS,2021-12-06,$1.90
MLSS,2021-12-03,$2.01
MLSS,2021-12-02,$2.09
MLSS,2021-12-01,$2.06
MLSS,2022-02-10,$1.25
MLSS,2022-02-09,$1.31
MLSS,2022-02-08,$1.26
MLSS,2022-02-07,$1.28
MLSS,2022-02-04,$1.22
MLSS,2022-02-03,$1.27
MLSS,2022-02-02,$1.33
MLSS,2022-02-01,$1.36
MLSS,2022-01-31,$1.29
MLSS,2022-01-28,$1.26
MLSS,2022-01-27,$1.26
MLSS,2022-01-26,$1.38
MLSS,2022-01-25,$1.52
MLSS,2022-01-24,$1.45
MLSS,2022-01-21,$1.56
MLSS,2022-01-20,$1.68
MLSS,2022-01-19,$1.77
MLSS,2022-01-18,$1.68
MLSS,2022-01-14,$1.86
MLSS,2022-01-13,$1.82
MLSS,2022-01-12,$1.91
MLSS,2022-01-11,$2.02
MLSS,2022-01-10,$2.03
MLSS,2022-01-07,$2.09
MLSS,2022-01-06,$2.04
MLSS,2022-01-05,$2.08
MLSS,2022-01-04,$2.14
MLSS,2022-01-03,$2.17
MLSS,2021-12-31,$2.06
MLSS,2021-12-30,$2.08
MLSS,2021-12-29,$2.05
MLSS,2021-12-28,$2.10
MLSS,2021-12-27,$2.07
MLSS,2021-12-23,$2.13
MLSS,2021-12-22,$2.09
MLSS,2021-12-21,$2.06
MLSS,2021-12-20,$2.14
MLSS,2021-12-17,$2.18
MLSS,2021-12-16,$2.11
MLSS,2021-12-15,$2.04
MLSS,2021-12-14,$1.86
MLSS,2021-12-13,$1.95
MLSS,2021-12-10,$1.90
MLSS,2021-12-09,$2.05
MLSS,2021-12-08,$2.10
MLSS,2021-12-07,$1.98
MLSS,2021-12-06,$1.90
MLSS,2021-12-03,$2.01
MLSS,2021-12-02,$2.09
