ticker,date,close
NMTR,2022-05-12,$0.38
NMTR,2022-05-11,$0.36
NMTR,2022-05-10,$0.41
NMTR,2022-05-09,$0.42
NMTR,2022-05-06,$0.43
NMTR,2022-05-05,$0.41
NMTR,2022-05-04,$0.44
NMTR,2022-05-03,$0.43
NMTR,2022-05-02,$0.41
NMTR,2022-04-29,$0.42
NMTR,2022-04-28,$0.46
NMTR,2022-04-27,$0.45
NMTR,2022-04-26,$0.46
NMTR,2022-04-25,$0.48
NMTR,2022-04-22,$0.45
NMTR,2022-04-21,$0.46
NMTR,2022-04-20,$0.50
NMTR,2022-04-19,$0.50
NMTR,2022-04-18,$0.51
NMTR,2022-04-14,$0.54
NMTR,2022-04-13,$0.54
NMTR,2022-04-12,$0.51
NMTR,2022-04-11,$0.52
NMTR,2022-04-08,$0.54
NMTR,2022-04-07,$0.56
NMTR,2022-04-06,$0.59
NMTR,2022-04-05,$0.59
NMTR,2022-04-04,$0.60
NMTR,2022-04-01,$0.59
NMTR,2022-03-31,$0.59
NMTR,2022-03-30,$0.60
NMTR,2022-03-29,$0.58
NMTR,2022-03-28,$0.56
NMTR,2022-03-25,$0.59
NMTR,2022-03-24,$0.57
NMTR,2022-03-23,$0.56
NMTR,2022-03-22,$0.59
NMTR,2022-03-21,$0.58
NMTR,2022-03-18,$0.61
NMTR,2022-03-17,$0.60
NMTR,2022-03-16,$0.56
NMTR,2022-03-15,$0.52
NMTR,2022-03-14,$0.53
NMTR,2022-03-11,$0.55
NMTR,2022-03-10,$0.57
NMTR,2022-03-09,$0.63
NMTR,2022-03-08,$0.56
NMTR,2022-03-07,$0.55
NMTR,2022-03-04,$0.55
NMTR,2022-03-03,$0.56
NMTR,2022-05-12,$0.38
NMTR,2022-05-11,$0.36
NMTR,2022-05-10,$0.41
NMTR,2022-05-09,$0.42
NMTR,2022-05-06,$0.43
NMTR,2022-05-05,$0.41
NMTR,2022-05-04,$0.44
NMTR,2022-05-03,$0.43
NMTR,2022-05-02,$0.41
