ticker,date,close
CRBP,2022-02-10,$0.41
CRBP,2022-02-09,$0.43
CRBP,2022-02-08,$0.42
CRBP,2022-02-07,$0.42
CRBP,2022-02-04,$0.41
CRBP,2022-02-03,$0.43
CRBP,2022-02-02,$0.42
CRBP,2022-02-01,$0.47
CRBP,2022-01-31,$0.44
CRBP,2022-01-28,$0.42
CRBP,2022-01-27,$0.41
CRBP,2022-01-26,$0.45
CRBP,2022-01-25,$0.48
CRBP,2022-01-24,$0.47
CRBP,2022-01-21,$0.47
CRBP,2022-01-20,$0.51
CRBP,2022-01-19,$0.51
CRBP,2022-01-18,$0.50
CRBP,2022-01-14,$0.54
CRBP,2022-01-13,$0.51
CRBP,2022-01-12,$0.53
CRBP,2022-01-11,$0.57
CRBP,2022-01-10,$0.56
CRBP,2022-01-07,$0.56
CRBP,2022-01-06,$0.56
CRBP,2022-01-05,$0.59
CRBP,2022-01-04,$0.64
CRBP,2022-01-03,$0.67
CRBP,2021-12-31,$0.62
CRBP,2021-12-30,$0.60
CRBP,2021-12-29,$0.60
CRBP,2021-12-28,$0.61
CRBP,2021-12-27,$0.65
CRBP,2021-12-23,$0.70
CRBP,2021-12-22,$0.68
CRBP,2021-12-21,$0.67
CRBP,2021-12-20,$0.65
CRBP,2021-12-17,$0.69
CRBP,2021-12-16,$0.69
CRBP,2021-12-15,$0.68
CRBP,2021-12-14,$0.69
CRBP,2021-12-13,$0.72
CRBP,2021-12-10,$0.75
CRBP,2021-12-09,$0.81
CRBP,2021-12-08,$0.82
CRBP,2021-12-07,$0.79
CRBP,2021-12-06,$0.75
CRBP,2021-12-03,$0.74
CRBP,2021-12-02,$0.82
CRBP,2021-12-01,$0.80
CRBP,2022-02-10,$0.41
CRBP,2022-02-09,$0.43
CRBP,2022-02-08,$0.42
CRBP,2022-02-07,$0.42
CRBP,2022-02-04,$0.41
CRBP,2022-02-03,$0.43
CRBP,2022-02-02,$0.42
CRBP,2022-02-01,$0.47
CRBP,2022-01-31,$0.44
CRBP,2022-01-28,$0.42
CRBP,2022-01-27,$0.41
CRBP,2022-01-26,$0.45
CRBP,2022-01-25,$0.48
CRBP,2022-01-24,$0.47
CRBP,2022-01-21,$0.47
CRBP,2022-01-20,$0.51
CRBP,2022-01-19,$0.51
CRBP,2022-01-18,$0.50
CRBP,2022-01-14,$0.54
CRBP,2022-01-13,$0.51
CRBP,2022-01-12,$0.53
CRBP,2022-01-11,$0.57
CRBP,2022-01-10,$0.56
CRBP,2022-01-07,$0.56
CRBP,2022-01-06,$0.56
CRBP,2022-01-05,$0.59
CRBP,2022-01-04,$0.64
CRBP,2022-01-03,$0.67
CRBP,2021-12-31,$0.62
CRBP,2021-12-30,$0.60
CRBP,2021-12-29,$0.60
CRBP,2021-12-28,$0.61
CRBP,2021-12-27,$0.65
CRBP,2021-12-23,$0.70
CRBP,2021-12-22,$0.68
CRBP,2021-12-21,$0.67
CRBP,2021-12-20,$0.65
CRBP,2021-12-17,$0.69
CRBP,2021-12-16,$0.69
CRBP,2021-12-15,$0.68
CRBP,2021-12-14,$0.69
CRBP,2021-12-13,$0.72
CRBP,2021-12-10,$0.75
CRBP,2021-12-09,$0.81
CRBP,2021-12-08,$0.82
CRBP,2021-12-07,$0.79
CRBP,2021-12-06,$0.75
CRBP,2021-12-03,$0.74
CRBP,2021-12-02,$0.82
CRBP,2021-12-01,$0.80
CRBP,2021-11-30,$0.86
CRBP,2021-11-29,$0.85
CRBP,2021-11-26,$0.88
CRBP,2021-11-24,$0.91
CRBP,2021-11-23,$0.88
CRBP,2021-11-22,$0.88
CRBP,2021-11-19,$0.93
CRBP,2021-11-18,$0.92
CRBP,2021-11-17,$1.01
CRBP,2021-11-16,$1.07
CRBP,2021-11-15,$1.11
CRBP,2021-11-12,$1.06
CRBP,2021-11-11,$1.05
CRBP,2021-11-10,$1.00
CRBP,2021-11-09,$1.04
CRBP,2021-11-08,$1.09
CRBP,2021-11-05,$1.03
CRBP,2021-11-04,$1.03
CRBP,2021-11-03,$1.05
CRBP,2021-11-02,$1.05
CRBP,2021-11-01,$1.03
CRBP,2021-10-29,$1.00
CRBP,2021-10-28,$1.01
CRBP,2021-10-27,$1.00
CRBP,2021-10-26,$1.02
CRBP,2021-10-25,$1.01
CRBP,2021-10-22,$0.95
